20140828-1005,41,87,554,400,113,0,0,7,44,28,24,6
20140906-1005,3,84,382,208,69,2,0,7,46,25,17,1
20140920-1005,17,90,418,251,92,1,2,10,52,23,25,3
20140927-1005,21,87,392,213,169,1,0,10,35,36,20,3
20141004-1005,31,99,609,355,197,2,0,15,50,31,27,5
20141011-1005,29,87,407,167,151,1,2,9,36,37,24,5
20141018-1005,20,88,449,268,84,1,1,10,46,25,18,4
20141025-1005,21,85,365,200,125,0,1,7,39,34,20,3
20141104-1005,10,105,489,304,94,0,2,7,63,27,26,2
20141111-1005,24,79,375,161,68,1,2,9,35,30,15,4
20141118-1005,30,90,550,277,134,3,2,4,40,37,27,6
20141128-1005,24,87,440,191,188,1,0,6,42,30,17,4
20140830-1008,33,95,636,250,288,0,0,7,33,49,30,7
20140906-1008,41,81,723,430,190,0,1,6,38,32,27,7
20140913-1008,52,84,672,214,333,0,1,3,24,49,31,8
20140920-1008,42,102,771,449,223,2,3,11,35,52,28,6
20141004-1008,17,91,508,228,168,0,1,8,31,44,20,3
20141011-1008,14,67,296,161,66,1,2,4,21,32,10,2
20141018-1008,59,94,656,304,298,1,0,0,35,45,30,9
20141025-1008,34,78,553,286,183,1,2,6,24,41,23,5
20141108-1008,20,91,416,209,106,1,1,3,46,29,15,4
20141115-1008,25,79,436,211,124,3,0,7,31,32,17,4
20141122-1008,48,100,686,337,275,0,1,5,43,45,36,8
20141129-1008,55,73,649,312,227,1,0,3,27,34,24,8
20141206-1008,42,88,590,262,242,0,0,2,27,49,28,6
20150101-1008,35,85,555,237,170,1,0,4,36,34,21,5
20140830-1009,48,87,568,152,338,0,1,3,20,55,25,8
20140906-1009,34,94,699,435,113,1,0,5,34,43,19,6
20140913-1009,41,99,608,288,195,3,0,6,32,51,27,6
20140927-1009,20,95,544,196,184,0,2,5,35,47,21,3
20141004-1009,42,102,831,300,291,0,2,7,25,64,32,6
20141011-1009,56,86,632,320,128,2,0,2,23,49,19,8
20141018-1009,22,106,452,185,220,0,1,10,30,60,25,5
20141025-1009,17,71,423,62,133,0,0,2,18,42,12,3
20141101-1009,31,99,542,184,239,1,0,11,26,54,18,5
20141108-1009,24,90,612,198,128,1,2,8,37,38,19,4
20141122-1009,18,96,366,141,205,1,1,8,26,56,23,4
20141129-1009,45,94,731,176,371,0,0,10,22,54,25,7
20140830-1027,14,84,362,127,153,1,0,8,33,36,17,2
20140906-1027,66,92,656,245,293,3,0,7,29,47,24,10
20140920-1027,20,103,514,264,191,2,1,11,40,47,29,3
20140925-1027,14,75,357,256,74,1,0,7,42,22,20,2
20141004-1027,21,88,525,191,203,0,2,8,36,38,25,3
20141011-1027,48,85,639,397,240,1,2,7,31,38,23,8
20141018-1027,53,84,678,110,441,2,1,7,16,54,24,8
20141101-1027,44,93,593,98,469,1,0,6,14,66,26,7
20141108-1027,31,86,385,276,104,0,0,7,35,36,23,5
20141115-1027,37,102,593,255,294,0,2,10,22,63,29,6
20141122-1027,35,80,478,195,232,0,1,3,22,47,20,5
20141129-1027,45,75,508,223,207,1,1,7,20,43,23,7
20140828-1028,45,100,569,303,267,0,0,4,39,45,32,7
20140906-1028,58,85,634,198,423,0,1,4,21,48,25,9
20140913-1028,38,78,460,203,223,2,0,8,25,35,18,6
20140925-1028,27,115,679,488,138,0,2,6,69,36,38,5
20141004-1028,38,84,665,510,31,0,0,5,46,22,24,6
20141018-1028,26,93,399,242,114,0,0,2,34,46,23,6
20141025-1028,24,82,369,180,105,2,0,5,25,43,14,4
20141101-1028,19,92,452,205,239,0,0,6,33,43,20,5
20141108-1028,55,90,574,224,188,4,0,3,28,45,22,9
20141115-1028,27,90,469,264,103,1,0,5,44,31,20,5
20141122-1028,52,79,493,232,98,4,0,5,25,36,16,8
20141128-1028,35,101,451,267,113,0,1,3,44,43,27,5
20141227-1028,36,79,555,240,152,1,0,2,34,35,22,7
20140829-1029,58,112,857,434,353,1,0,7,46,48,32,10
20140904-1029,26,92,487,231,223,1,0,8,32,44,22,6
