418,20080828,20080828-1051-1749,BAYLOR,170,1051,BAYLOR,13,1749,WAKE FOREST,41,348,421,156,220,94,156,5,2,7,5,30,36,34,44,15,23,2,7
418,20080828,20080828-1086-1704,BUFFALO,151,1086,BUFFALO,42,1704,UTEP,17,556,428,221,199,263,67,2,3,6,2,16,37,50,26,23,16,6,3
418,20080828,20080828-1414-1736,MIAMI (OH),157,1414,MIAMI (OH),13,1736,VANDERBILT,34,508,565,244,91,96,269,3,2,7,2,42,16,25,50,17,17,3,6
418,20080828,20080828-1419-1716,MIDDLE TENN.,173,1419,MIDDLE TENN.,17,1716,TROY,31,362,480,200,136,84,164,2,4,5,4,34,28,50,36,20,16,3,5
418,20080828,20080828-1648-1490,SOUTH CAROLINA,149,1648,SOUTH CAROLINA,34,1490,NORTH CAROLINA ST.,0,436,241,198,49,171,89,4,4,7,4,27,20,42,37,20,10,6,0
418,20080828,20080828-1674-1528,STANFORD,179,1674,STANFORD,36,1528,OREGON ST.,28,482,658,91,404,210,86,0,3,8,12,17,54,48,28,18,29,6,5
418,20080829,20080829-1574-1663,RICE,173,1574,RICE,56,1663,SMU,27,719,510,258,326,208,11,2,5,2,7,37,49,44,14,30,19,8,4
418,20080829,20080829-1725-1690,ARMY,149,1725,ARMY,7,1690,TEMPLE,35,408,444,74,166,210,84,3,2,3,8,15,23,58,30,17,16,1,5
418,20080830,20080830-1009-1719,UAB,154,1009,UAB,22,1719,TULSA,45,615,736,169,361,245,240,3,0,5,3,31,25,36,38,21,19,4,7
418,20080830,20080830-1029-1295,ARIZONA,159,1029,ARIZONA,70,1295,IDAHO,0,780,263,256,48,265,64,0,5,6,4,31,27,49,25,27,7,10,0
418,20080830,20080830-1037-1498,AUBURN,175,1037,AUBURN,34,1498,LA.-MONROE,0,501,370,85,136,321,84,1,2,7,4,27,38,46,30,19,12,6,0
418,20080830,20080830-1107-1416,CALIFORNIA,178,1107,CALIFORNIA,38,1416,MICHIGAN ST.,31,592,624,264,321,203,81,2,1,8,8,30,48,36,31,22,23,6,5
418,20080830,20080830-1147-1008,NEUTRAL,152,1147,CLEMSON,10,1008,ALABAMA,34,385,510,188,180,0,239,2,0,6,6,34,30,14,50,11,25,2,7
418,20080830,20080830-1196-1742,NEUTRAL,144,1196,EAST CAROLINA,27,1742,VIRGINIA TECH,22,479,378,211,139,158,104,2,2,6,1,25,23,41,35,19,12,4,3
418,20080830,20080830-1235-1277,FLORIDA,148,1235,FLORIDA,56,1277,HAWAII,10,613,389,151,181,255,60,0,6,13,7,17,39,38,24,20,16,8,2
418,20080830,20080830-1257-1253,GEORGIA,160,1257,GEORGIA,45,1253,GA. SOUTHERN,21,684,432,323,188,212,102,1,1,11,3,27,36,32,35,20,18,7,3
418,20080830,20080830-1306-1772,INDIANA,158,1306,INDIANA,31,1772,WESTERN KY.,13,538,365,153,219,297,63,1,1,7,2,30,31,41,31,21,14,5,3
418,20080830,20080830-1327-1497,KANSAS ST.,162,1327,KANSAS ST.,45,1497,NORTH TEXAS,6,612,289,306,100,165,105,2,0,4,6,42,29,36,26,26,12,7,1
418,20080830,20080830-1328-1231,KANSAS,169,1328,KANSAS,40,1231,FIU,10,577,439,256,73,128,66,2,3,6,6,52,29,36,26,25,9,7,2
418,20080830,20080830-1331-1067,NEUTRAL,140,1331,KENT ST.,0,1067,BOSTON COLLEGE,21,315,342,134,106,126,230,3,0,4,0,21,18,36,47,12,17,0,3
418,20080830,20080830-1365-1027,LSU,156,1365,LSU,41,1027,APPALACHIAN ST.,13,577,355,193,187,266,52,1,0,8,4,24,33,40,28,20,11,7,3
