20080830-1005,17,72,490,227,70,1,1,7,37,22,19,3
20080906-1005,42,84,635,260,218,1,0,5,26,46,29,6
20080913-1005,24,85,614,299,119,1,1,7,45,28,22,4
20080920-1005,22,76,384,204,153,1,1,9,25,37,18,5
20080927-1005,15,88,417,254,104,0,0,6,42,33,23,3
20081004-1005,30,83,400,243,58,0,0,4,39,29,15,6
20081011-1005,33,87,568,161,206,1,0,3,34,42,22,6
20081018-1005,42,76,658,208,339,1,1,3,19,42,21,7
20081105-1005,47,80,610,226,232,1,0,8,23,44,28,7
20081113-1005,40,88,612,295,179,0,2,7,38,34,20,7
20081122-1005,42,99,474,235,139,0,0,2,37,47,23,6
20081128-1005,6,82,504,166,165,2,0,5,39,31,15,2
20080830-1008,34,94,510,180,239,1,0,6,30,50,25,7
20080906-1008,20,64,434,73,99,0,1,6,23,26,11,3
20080913-1008,41,92,620,276,281,1,1,3,33,49,30,7
20080920-1008,49,63,587,74,328,4,0,1,15,35,15,7
20080927-1008,41,73,449,205,129,1,1,2,16,45,21,7
20081004-1008,17,83,466,106,282,1,2,10,17,49,15,3
20081018-1008,24,74,493,219,107,2,1,6,25,34,15,4
20081025-1008,29,78,433,188,178,0,1,3,24,43,23,6
20081101-1008,35,75,429,152,205,1,0,3,28,36,21,5
20081108-1008,27,83,531,215,138,4,2,2,31,37,16,4
20081115-1008,32,81,554,166,198,0,0,5,19,48,17,6
20081129-1008,36,80,432,178,234,0,0,1,18,50,21,6
20081206-1008,20,68,438,187,136,0,0,2,25,33,18,4
20090102-1008,17,76,435,177,31,0,1,7,30,33,15,3
20080830-1009,22,79,615,169,245,0,2,5,31,36,21,4
20080906-1009,34,94,604,326,156,0,0,4,48,35,27,6
20080913-1009,3,72,393,167,108,2,0,9,34,26,14,1
20080920-1009,45,74,620,238,248,1,0,6,22,37,21,7
20080927-1009,13,67,310,140,67,2,1,9,28,25,12,3
20081002-1009,30,79,622,235,220,2,2,11,25,36,16,5
20081009-1009,20,95,454,234,118,0,0,7,40,38,18,4
20081018-1009,23,87,533,217,215,1,1,4,28,47,23,3
20081101-1009,14,61,368,127,96,0,2,8,23,27,14,2
20081115-1009,41,81,624,154,272,4,1,6,21,46,23,7
20081122-1009,13,76,310,116,142,2,0,7,25,35,13,3
20081129-1009,15,87,401,244,140,2,0,7,28,47,20,5
20080830-1028,30,75,571,387,94,0,1,6,36,23,19,6
20080906-1028,41,86,575,345,127,3,1,10,36,36,28,7
20080913-1028,20,71,466,242,131,0,0,4,23,36,18,4
20080920-1028,10,67,337,208,4,0,1,6,36,19,14,2
20081004-1028,14,81,398,165,71,1,1,7,35,32,16,2
20081011-1028,0,89,290,154,75,3,1,9,37,36,16,0
20081025-1028,20,89,482,226,107,1,1,5,45,32,18,3
20081101-1028,25,77,541,217,78,1,0,10,28,32,14,6
20081108-1028,39,90,548,218,182,2,1,12,31,40,19,7
20081115-1028,31,83,453,257,141,1,0,10,31,36,21,5
20081128-1028,34,69,481,101,21,3,0,7,26,24,10,6
20081206-1028,10,68,298,124,38,1,0,8,31,23,12,2
20080830-1029,70,96,780,256,265,4,0,6,31,49,27,10
20080906-1029,41,79,623,299,153,0,1,5,34,33,28,7
20080913-1029,28,83,543,321,67,1,3,2,50,24,21,4
20080920-1029,31,78,544,222,111,0,1,4,29,35,15,5
20081004-1029,48,84,501,193,256,1,0,1,21,51,28,8
20081011-1029,23,70,473,259,77,2,0,6,34,23,16,5
20081018-1029,42,83,573,225,179,2,1,0,27,41,17,6
20081025-1029,10,72,300,88,100,1,0,1,31,30,13,2
20081108-1029,59,86,575,214,317,3,1,7,15,57,28,9
20081115-1029,45,109,696,328,199,0,1,2,46,52,30,7
20081122-1029,17,75,354,158,139,0,0,4,22,41,19,3
20081206-1029,31,91,533,284,105,1,0,8,37,40,25,5
20081220-1029,31,75,528,325,91,1,3,7,35,28,20,5
20080830-1030,18,85,474,160,255,2,1,6,28,45,23,5
20080906-1030,83,73,952,229,441,2,1,9,10,44,22,13
20080913-1030,24,82,552,256,181,0,1,6,35,35,26,4
20080920-1030,31,80,561,292,148,2,0,8,31,34,22,5
20080927-1030,17,79,476,173,179,1,1,10,23,40,16,3
20081011-1030,37,76,609,129,262,1,0,5,16,44,17,7
20081018-1030,23,85,461,235,100,2,1,10,40,28,17,5
20081101-1030,0,65,282,67,91,1,0,7,17,37,11,0
20081108-1030,21,89,518,149,222,0,0,8,26,49,22,3
20081122-1030,28,83,580,279,203,1,0,6,28,42,22,4
20081129-1030,33,80,465,205,188,3,1,5,22,45,21,6
20081206-1030,9,86,448,172,160,0,1,4,32,45,19,1
20080830-1031,28,72,496,318,76,0,2,4,41,21,24,4
20080906-1031,28,84,572,323,183,0,0,8,34,36,20,4
20080920-1031,14,89,513,217,92,1,0,5,46,31,19,2
20080927-1031,10,66,421,180,11,0,1,6,28,26,12,2
20081004-1031,7,74,440,220,141,1,1,9,38,25,20,1
20081011-1031,25,90,537,228,188,3,1,6,33,44,19,5
20081018-1031,20,97,488,94,236,2,2,13,29,51,21,4
20081025-1031,21,77,475,282,104,1,0,7,38,25,17,3
20081101-1031,30,82,575,385,50,2,0,4,38,31,19,6
20081108-1031,21,77,366,255,54,1,0,5,34,31,18,3
20081122-1031,28,84,506,333,109,0,0,5,44,26,20,4
20081128-1031,31,85,507,280,118,0,0,7,40,31,23,5
20080830-1037,34,91,501,85,321,0,0,7,27,46,19,6
20080906-1037,27,89,527,248,132,2,3,6,34,41,22,5
20080913-1037,3,89,372,154,161,1,3,12,26,45,14,1
20080920-1037,21,80,395,250,70,1,0,2,32,36,16,3
20080927-1037,14,84,267,129,97,0,0,9,29,38,15,2
20081004-1037,13,83,280,98,110,1,0,11,22,44,15,2
20081011-1037,22,73,517,137,56,2,0,2,28,33,11,4
20081023-1037,17,79,454,111,149,2,0,5,21,45,16,3
