20130829,UCF,1128,1005,UCF,AKRON
20130829,VANDERBILT,1736,1433,VANDERBILT,MISSISSIPPI
20130829,SOUTH CAROLINA,1648,1457,SOUTH CAROLINA,NORTH CAROLINA
20130829,MINNESOTA,1428,1465,MINNESOTA,UNLV
20130829,FRESNO ST.,1096,1587,FRESNO ST.,RUTGERS
20130829,HAWAII,1277,1657,HAWAII,SOUTHERN CALIFORNIA
20130829,BOWLING GREEN,1071,1719,BOWLING GREEN,TULSA
20130829,UTAH,1732,1731,UTAH,UTAH ST.
20130830,MIAMI (FL),1415,1229,MIAMI (FL),FLA. ATLANTIC
20130830,SMU,1663,1700,SMU,TEXAS TECH
20130830,MICHIGAN ST.,1416,1774,MICHIGAN ST.,WESTERN MICH.
20130831,NEUTRAL,1742,1008,VIRGINIA TECH,ALABAMA
20130831,TROY,1716,1009,TROY,UAB
20130831,WASHINGTON,1756,1066,WASHINGTON,BOISE ST.
20130831,VIRGINIA,1746,1077,VIRGINIA,BYU
20130831,OHIO ST.,1518,1086,OHIO ST.,BUFFALO
20130831,MICHIGAN,1418,1129,MICHIGAN,CENTRAL MICH.
20130831,MARYLAND,1392,1231,MARYLAND,FIU
20130831,CLEMSON,1147,1257,CLEMSON,GEORGIA
20130831,NORTH TEXAS,1497,1295,NORTH TEXAS,IDAHO
20130831,NEUTRAL,1772,1334,WESTERN KY.,KENTUCKY
20130831,NEUTRAL,1698,1365,TCU,LSU
20130831,NORTH CAROLINA ST.,1490,1366,NORTH CAROLINA ST.,LOUISIANA TECH
20130831,WISCONSIN,1796,1400,WISCONSIN,MASSACHUSETTS
20130831,MARSHALL,1388,1414,MARSHALL,MIAMI (OH)
20130831,NEUTRAL,1521,1430,OKLAHOMA ST.,MISSISSIPPI ST.
20130831,UCLA,1110,1466,UCLA,NEVADA
20130831,TEXAS,1703,1472,TEXAS,NEW MEXICO ST.
20130831,OKLAHOMA,1522,1498,OKLAHOMA,LA.-MONROE
20130831,IOWA,1312,1503,IOWA,NORTHERN ILL.
20130831,CALIFORNIA,1107,1509,CALIFORNIA,NORTHWESTERN
20130831,EAST CAROLINA,1196,1523,EAST CAROLINA,OLD DOMINION
20130831,NEUTRAL,1688,1539,SYRACUSE,PENN ST.
20130831,CINCINNATI,1140,1559,CINCINNATI,PURDUE
20130831,TEXAS A&M,1697,1574,TEXAS A&M,RICE
20130831,SOUTHERN MISS.,1664,1670,SOUTHERN MISS.,TEXAS ST.
20130831,ARKANSAS,1031,1671,ARKANSAS,LA.-LAFAYETTE
20130831,NOTRE DAME,1513,1690,NOTRE DAME,TEMPLE
20130831,NEW MEXICO,1473,1706,NEW MEXICO,UTSA
20130831,FLORIDA,1235,1709,FLORIDA,TOLEDO
20130831,AUBURN,1037,1754,AUBURN,WASHINGTON ST.
20130831,NEBRASKA,1463,1811,NEBRASKA,WYOMING
20130901,NEUTRAL,1156,1157,COLORADO ST.,COLORADO
20130901,LOUISVILLE,1367,1519,LOUISVILLE,OHIO
20130902,PITTSBURGH,1545,1234,PITTSBURGH,FLORIDA ST.
20130905,EAST CAROLINA,1196,1229,EAST CAROLINA,FLA. ATLANTIC
20130906,FIU,1231,1128,FIU,UCF
20130906,BOSTON COLLEGE,1067,1749,BOSTON COLLEGE,WAKE FOREST
20130907,LSU,1365,1009,LSU,UAB
20130907,UNLV,1465,1029,UNLV,ARIZONA
20130907,AUBURN,1037,1030,AUBURN,ARKANSAS ST.
20130907,KENT ST.,1331,1071,KENT ST.,BOWLING GREEN
20130907,BAYLOR,1051,1086,BAYLOR,BUFFALO
20130907,ILLINOIS,1301,1140,ILLINOIS,CINCINNATI
20130907,TULSA,1719,1156,TULSA,COLORADO ST.
20130907,MEMPHIS,1404,1193,MEMPHIS,DUKE
20130907,PENN ST.,1539,1204,PENN ST.,EASTERN MICH.
20130907,MIAMI (FL),1415,1235,MIAMI (FL),FLORIDA
20130907,OREGON ST.,1528,1277,OREGON ST.,HAWAII
20130907,TEMPLE,1690,1288,TEMPLE,HOUSTON
20130907,WYOMING,1811,1295,WYOMING,IDAHO
20130907,KENTUCKY,1334,1414,KENTUCKY,MIAMI (OH)
20130907,NORTH CAROLINA,1457,1419,NORTH CAROLINA,MIDDLE TENN.
20130907,NEW MEXICO ST.,1472,1428,NEW MEXICO ST.,MINNESOTA
20130907,UTEP,1704,1473,UTEP,NEW MEXICO
20130907,OHIO,1519,1497,OHIO,NORTH TEXAS
20130907,MICHIGAN,1418,1513,MICHIGAN,NOTRE DAME
20130907,UTSA,1706,1521,UTSA,OKLAHOMA ST.
20130907,MARYLAND,1392,1523,MARYLAND,OLD DOMINION
20130907,VIRGINIA,1746,1529,VIRGINIA,OREGON
20130907,OHIO ST.,1518,1626,OHIO ST.,SAN DIEGO ST.
20130907,STANFORD,1674,1630,STANFORD,SAN JOSE ST.
20130907,TULANE,1718,1646,TULANE,SOUTH ALA.
20130907,GEORGIA,1257,1648,GEORGIA,SOUTH CAROLINA
20130907,MICHIGAN ST.,1416,1651,MICHIGAN ST.,SOUTH FLA.
20130907,NEBRASKA,1463,1664,NEBRASKA,SOUTHERN MISS.
20130907,KANSAS ST.,1327,1671,KANSAS ST.,LA.-LAFAYETTE
20130907,NORTHWESTERN,1509,1688,NORTHWESTERN,SYRACUSE
20130907,BYU,1077,1703,BYU,TEXAS
20130907,MISSOURI,1434,1709,MISSOURI,TOLEDO
20130907,BALL ST.,1047,1725,BALL ST.,ARMY
20130907,INDIANA,1306,1726,INDIANA,NAVY
20130907,AIR FORCE,1721,1731,AIR FORCE,UTAH ST.
20130907,SOUTHERN CALIFORNIA,1657,1754,SOUTHERN CALIFORNIA,WASHINGTON ST.
