20070901-1005,22,80,541,154,133,2,0,6,29,35,18,5
20070908-1005,2,68,151,66,3,2,1,5,32,19,3,0
20070915-1005,24,81,500,250,120,1,1,6,27,41,24,4
20070922-1005,27,93,415,112,133,2,1,10,23,50,16,5
20070929-1005,10,83,464,145,106,1,0,7,31,38,15,2
20071006-1005,39,86,710,389,112,0,2,8,41,31,22,6
20071013-1005,20,72,457,145,152,2,0,7,21,37,15,4
20071027-1005,10,87,449,185,142,0,1,3,39,39,21,2
20071102-1005,20,87,579,192,243,0,2,8,31,46,25,4
20071107-1005,48,80,592,242,181,0,1,8,28,35,18,8
20071114-1005,0,85,317,116,100,3,1,8,34,36,14,0
20071123-1005,32,87,410,210,113,2,1,8,38,32,19,5
20070901-1008,52,92,703,262,313,0,0,5,34,44,35,8
20070908-1008,24,92,509,150,221,1,0,6,28,48,22,5
20070915-1008,41,96,618,327,123,1,1,7,45,34,24,7
20070922-1008,23,85,471,185,164,2,1,4,35,35,18,5
20070929-1008,14,95,348,240,89,1,1,4,53,27,19,2
20071006-1008,30,88,441,157,190,2,0,7,27,46,21,4
20071013-1008,27,91,575,265,113,3,1,3,40,40,27,5
20071020-1008,41,100,628,363,147,2,0,8,46,38,27,8
20071103-1008,34,89,544,234,20,3,1,2,40,33,20,6
20071110-1008,12,81,316,121,153,1,0,1,35,37,23,4
20071117-1008,14,74,480,246,163,0,2,2,31,35,23,2
20071124-1008,10,75,347,113,112,1,0,6,26,36,15,2
20071230-1008,30,82,499,256,132,2,1,4,32,37,22,6
20070901-1009,18,86,463,214,12,0,0,5,39,32,17,4
20070908-1009,24,83,482,226,119,1,2,12,36,28,19,4
20070915-1009,22,80,437,121,211,2,0,7,22,45,16,6
20070929-1009,30,99,610,242,161,2,1,8,46,36,20,6
20071006-1009,13,74,451,217,71,2,0,10,35,23,11,3
20071013-1009,26,75,586,262,110,2,1,9,32,25,15,5
20071020-1009,10,62,338,198,26,0,0,1,34,18,12,2
20071027-1009,6,85,432,128,168,0,0,6,37,35,19,2
20071103-1009,7,76,371,179,65,0,1,6,37,26,13,1
20071110-1009,31,87,442,175,168,1,0,1,41,35,22,5
20071117-1009,9,79,490,233,105,0,0,4,39,30,23,2
20071124-1009,39,88,708,389,107,0,0,6,50,25,24,6
20070901-1028,45,98,611,270,250,2,1,6,32,53,33,7
20070908-1028,33,101,521,269,138,1,2,12,37,44,22,5
20070915-1028,34,76,647,211,268,1,0,8,22,40,26,6
20070922-1028,44,90,616,361,35,5,1,6,36,36,19,8
20070929-1028,41,85,478,266,174,1,0,6,28,41,18,8
20071006-1028,23,86,469,217,79,1,0,6,27,45,21,4
20071013-1028,44,97,670,227,296,1,0,6,31,49,23,8
20071027-1028,31,97,490,219,144,2,1,8,29,53,25,5
20071103-1028,23,92,612,379,110,0,1,4,37,41,25,5
20071110-1028,24,93,480,200,152,1,2,5,31,45,20,4
20071122-1028,24,77,438,243,16,0,1,3,31,35,16,4
20071201-1028,20,92,464,247,97,2,1,5,37,40,18,4
20071227-1028,34,92,505,305,22,0,2,6,50,27,23,6
20070901-1029,7,70,368,223,32,0,0,7,38,19,11,1
20070908-1029,45,98,657,295,195,0,0,7,48,33,30,7
20070915-1029,27,88,596,446,38,1,2,9,53,21,25,5
20070922-1029,27,95,507,309,21,1,2,8,62,20,22,5
20070929-1029,48,89,659,346,221,2,1,4,31,45,28,8
20071006-1029,16,76,373,222,9,2,0,3,38,27,15,4
20071013-1029,13,74,366,233,22,2,3,8,43,16,13,3
20071020-1029,20,86,414,238,130,2,1,7,41,32,20,4
20071027-1029,48,89,784,510,25,2,1,4,51,24,22,8
20071103-1029,34,86,613,341,128,0,0,5,36,34,21,6
20071115-1029,34,86,507,266,56,3,1,4,39,30,16,6
20071201-1029,17,86,542,272,44,0,1,8,52,19,17,3
20070901-1030,13,85,501,272,125,2,0,10,37,34,26,3
20070915-1030,45,103,668,266,250,2,0,13,34,50,29,7
20070922-1030,27,81,645,199,178,1,1,6,36,31,17,5
20070927-1030,35,87,619,255,134,0,2,4,37,39,23,6
20071006-1030,13,77,561,206,170,0,1,11,35,28,16,3
20071013-1030,52,99,786,275,406,0,1,5,23,62,33,8
20071020-1030,7,61,247,116,22,1,1,4,19,33,8,1
20071027-1030,0,74,308,121,116,1,1,4,28,34,11,0
20071103-1030,27,86,610,174,177,2,0,8,30,41,18,5
20071110-1030,31,82,483,131,125,2,0,6,33,35,14,5
20071115-1030,31,99,647,313,167,1,0,7,53,31,29,5
20071124-1030,10,75,469,118,242,1,1,6,23,42,19,2
20070901-1031,46,89,665,157,350,1,2,6,22,50,22,9
20070915-1031,38,95,575,149,301,2,2,7,25,53,22,6
20070922-1031,29,95,658,157,338,0,1,7,28,51,22,5
20070929-1031,66,96,875,267,446,2,2,4,25,55,31,10
20071006-1031,34,88,435,116,257,1,2,3,22,53,20,6
20071013-1031,7,69,259,126,67,0,0,10,27,25,11,1
20071020-1031,44,85,536,144,293,4,0,5,18,54,23,7
20071027-1031,58,86,550,190,249,5,1,3,31,42,21,10
20071103-1031,48,81,752,109,542,0,0,4,11,58,26,7
20071110-1031,13,80,413,162,127,0,0,12,29,36,15,3
20071117-1031,45,80,568,223,206,4,0,6,18,45,20,7
20071123-1031,50,96,638,128,385,0,1,9,24,53,21,7
20080101-1031,7,95,543,197,164,1,4,6,33,50,19,1
20070901-1037,23,84,545,229,62,2,0,8,30,37,17,5
20070908-1037,23,84,463,165,125,0,3,7,35,35,16,5
20070915-1037,14,77,468,107,216,0,2,4,22,46,16,2
20070922-1037,55,88,546,193,229,3,1,5,24,47,19,8
20070929-1037,20,83,404,227,99,1,1,7,26,44,23,4
20071006-1037,35,73,464,165,239,1,0,11,18,39,19,5
20071013-1037,9,90,400,101,189,1,1,6,23,53,21,3
20071020-1037,24,76,475,199,97,1,0,3,28,35,16,4
20071027-1037,17,86,435,189,231,1,1,7,26,48,22,3
20071103-1037,35,79,517,259,115,2,0,7,29,36,18,5
20071110-1037,20,76,302,133,83,1,0,6,30,35,18,4
20071124-1037,17,73,341,117,165,1,0,3,22,41,17,3
20071231-1037,23,107,540,233,190,0,0,6,43,47,24,4
20070830-1047,13,83,414,198,140,2,0,5,36,34,17,3
20070908-1047,38,98,581,306,153,1,0,7,39,42,24,6
20070915-1047,34,86,606,277,262,0,0,3,33,42,27,6
20070922-1047,40,93,686,422,188,1,1,4,43,36,27,7
20070929-1047,49,89,595,233,274,1,0,4,29,48,28,7
20071006-1047,38,95,720,228,141,1,1,8,38,39,20,6
20071013-1047,35,75,581,288,75,3,2,8,31,29,19,5
20071020-1047,27,92,582,358,72,3,0,9,48,24,19,5
20071027-1047,17,85,450,167,170,2,0,6,33,38,19,3
20071103-1047,20,96,557,345,67,1,0,8,49,32,22,4
