939,20180825,20180825-1156-1277,COLORADO ST.,184,1156,COLORADO ST.,34,1277,HAWAII,43,772,665,537,418,116,199,1,1,12,10,51,37,25,36,29,30,5,8
939,20180825,20180825-1472-1811,NEW MEXICO ST.,161,1472,NEW MEXICO ST.,7,1811,WYOMING,29,160,487,144,137,-9,312,0,0,12,4,33,22,16,57,7,22,1,5
940,20180830,20180830-1164-1128,CONNECTICUT,177,1164,CONNECTICUT,17,1128,UCF,56,637,699,266,356,220,296,3,0,7,3,41,34,46,36,27,31,3,8
940,20180830,20180830-1428-1472,MINNESOTA,194,1428,MINNESOTA,48,1472,NEW MEXICO ST.,10,660,352,227,233,295,38,1,1,9,5,34,58,47,20,23,19,8,2
940,20180830,20180830-1559-1509,PURDUE,181,1559,PURDUE,27,1509,NORTHWESTERN,31,597,479,270,235,202,166,3,0,9,6,46,37,25,42,23,22,5,5
940,20180830,20180830-1718-1749,TULANE,205,1718,TULANE,17,1749,WAKE FOREST,23,479,579,281,378,155,154,1,3,9,6,37,51,42,43,20,32,3,4
940,20180831,20180831-1156-1157,NEUTRAL,170,1156,COLORADO ST.,13,1157,COLORADO,45,309,714,181,338,103,258,1,2,5,6,37,25,39,40,20,23,3,7
940,20180831,20180831-1193-1725,DUKE,141,1193,DUKE,34,1725,ARMY,14,471,379,197,197,184,168,1,2,4,7,17,21,35,47,19,18,6,2
940,20180831,20180831-1416-1731,MICHIGAN ST.,170,1416,MICHIGAN ST.,38,1731,UTAH ST.,31,562,445,287,319,165,25,2,2,9,7,33,44,42,25,23,22,7,5
940,20180831,20180831-1674-1626,STANFORD,137,1674,STANFORD,31,1626,SAN DIEGO ST.,10,430,300,332,113,50,150,1,1,3,11,31,15,28,37,19,11,4,2
940,20180831,20180831-1774-1688,WESTERN MICH.,184,1774,WESTERN MICH.,42,1688,SYRACUSE,55,676,723,379,226,242,334,2,1,6,5,36,26,28,62,24,26,6,9
940,20180831,20180831-1796-1772,WISCONSIN,160,1796,WISCONSIN,34,1772,WESTERN KY.,3,536,313,257,181,234,124,1,2,8,6,31,30,39,34,24,15,6,1
940,20180901,20180901-1008-1367,NEUTRAL,167,1008,ALABAMA,51,1367,LOUISVILLE,14,746,378,297,252,222,16,1,2,10,11,26,39,42,26,21,19,8,2
940,20180901,20180901-1028-1706,ARIZONA ST.,166,1028,ARIZONA ST.,49,1706,UTSA,7,549,265,237,218,266,2,0,3,11,5,24,43,36,34,21,18,7,1
940,20180901,20180901-1029-1077,ARIZONA,167,1029,ARIZONA,23,1077,BYU,28,397,437,197,209,129,183,0,0,4,10,34,28,35,43,22,23,4,4
940,20180901,20180901-1037-1756,NEUTRAL,177,1037,AUBURN,21,1756,WASHINGTON,16,526,398,273,296,147,102,0,2,12,10,36,32,45,33,27,24,5,4
940,20180901,20180901-1067-1400,BOSTON COLLEGE,183,1067,BOSTON COLLEGE,55,1400,MASSACHUSETTS,21,751,468,326,250,272,66,0,3,7,2,27,34,60,34,31,18,8,3
940,20180901,20180901-1107-1457,CALIFORNIA,187,1107,CALIFORNIA,24,1457,NORTH CAROLINA,17,355,377,119,137,160,164,0,4,5,13,32,35,49,38,19,16,4,3
940,20180901,20180901-1110-1140,UCLA,174,1110,UCLA,17,1140,CINCINNATI,26,345,351,162,110,144,194,1,1,6,7,37,26,31,51,15,18,3,4
940,20180901,20180901-1231-1306,FIU,173,1231,FIU,28,1306,INDIANA,38,394,525,157,252,170,213,3,1,7,8,28,37,39,45,22,31,4,6
940,20180901,20180901-1277-1726,HAWAII,155,1277,HAWAII,59,1726,NAVY,41,621,419,436,85,86,326,1,0,1,2,42,13,28,49,25,19,9,6
940,20180901,20180901-1301-1331,ILLINOIS,182,1301,ILLINOIS,31,1331,KENT ST.,24,524,483,190,270,279,183,1,2,3,5,24,41,49,43,22,24,5,4
940,20180901,20180901-1312-1503,IOWA,163,1312,IOWA,33,1503,NORTHERN ILL.,7,418,244,143,110,209,101,1,2,8,7,25,26,48,36,18,15,5,1
940,20180901,20180901-1334-1129,KENTUCKY,167,1334,KENTUCKY,35,1129,CENTRAL MICH.,20,570,409,128,137,299,118,4,0,3,12,27,27,43,39,27,11,5,4
940,20180901,20180901-1355-1523,LIBERTY,180,1355,LIBERTY,52,1523,OLD DOMINION,10,609,442,353,172,238,129,1,2,6,8,37,34,38,39,29,18,8,2
940,20180901,20180901-1392-1703,NEUTRAL,192,1392,MARYLAND,34,1703,TEXAS,29,485,585,264,263,143,142,0,3,8,10,34,39,46,36,21,20,6,4
940,20180901,20180901-1414-1388,MIAMI (OH),178,1414,MIAMI (OH),28,1388,MARSHALL,35,509,526,357,272,87,171,0,0,8,7,46,37,27,38,23,24,4,5
940,20180901,20180901-1497-1663,NORTH TEXAS,165,1497,NORTH TEXAS,46,1663,SMU,23,686,330,461,252,68,4,0,1,5,4,51,24,43,19,34,9,9,3
940,20180901,20180901-1513-1418,NOTRE DAME,161,1513,NOTRE DAME,24,1418,MICHIGAN,17,330,450,170,249,132,58,1,2,4,7,22,36,47,33,21,20,4,3
940,20180901,20180901-1518-1528,OHIO ST.,181,1518,OHIO ST.,77,1528,OREGON ST.,31,773,520,346,196,375,196,2,2,6,5,34,24,53,39,35,15,11,5
940,20180901,20180901-1522-1229,OKLAHOMA,165,1522,OKLAHOMA,63,1229,FLA. ATLANTIC,14,749,338,334,192,316,132,0,1,6,6,23,32,39,42,26,20,9,2
940,20180901,20180901-1529-1071,OREGON,186,1529,OREGON,58,1071,BOWLING GREEN,24,623,481,292,253,212,136,3,3,3,5,26,39,42,50,21,21,8,4
940,20180901,20180901-1539-1027,PENN ST.,188,1539,PENN ST.,45,1027,APPALACHIAN ST.,38,515,592,229,292,205,159,0,1,2,10,35,39,44,37,24,22,7,6
940,20180901,20180901-1574-1288,RICE,176,1574,RICE,27,1288,HOUSTON,45,583,611,292,320,147,257,1,2,6,5,41,25,43,36,22,23,5,7
940,20180901,20180901-1587-1670,RUTGERS,162,1587,RUTGERS,35,1670,TEXAS ST.,7,462,238,205,100,218,69,4,3,7,15,30,25,46,31,23,12,5,1
940,20180901,20180901-1646-1366,SOUTH ALA.,168,1646,SOUTH ALA.,26,1366,LOUISIANA TECH,30,429,525,91,209,217,231,4,3,7,6,23,29,43,48,15,22,4,5
940,20180901,20180901-1648-1149,SOUTH CAROLINA,154,1648,SOUTH CAROLINA,49,1149,COASTAL CARO.,15,667,238,294,112,263,126,0,1,9,4,35,18,38,39,32,20,7,4
940,20180901,20180901-1657-1465,SOUTHERN CALIFORNIA,174,1657,SOUTHERN CALIFORNIA,43,1465,UNLV,21,678,473,282,97,219,308,0,1,6,4,35,27,38,43,23,17,9,3
940,20180901,20180901-1694-1768,NEUTRAL,148,1694,TENNESSEE,14,1768,WEST VIRGINIA,40,378,598,172,429,129,118,0,1,6,4,25,34,38,27,19,26,2,7
940,20180901,20180901-1700-1433,NEUTRAL,185,1700,TEXAS TECH,27,1433,MISSISSIPPI,47,635,672,322,336,164,210,0,1,6,7,56,32,39,28,31,22,5,9
940,20180901,20180901-1716-1066,TROY,162,1716,TROY,20,1066,BOISE ST.,56,544,511,255,305,124,111,4,1,3,4,34,28,44,29,21,16,3,8
940,20180901,20180901-1736-1419,VANDERBILT,151,1736,VANDERBILT,35,1419,MIDDLE TENN.,7,404,294,170,178,176,116,0,2,7,6,17,37,38,36,19,21,5,1
940,20180901,20180901-1811-1754,WYOMING,172,1811,WYOMING,19,1754,WASHINGTON ST.,41,213,401,67,319,139,75,1,2,13,10,20,57,39,21,15,24,3,7
940,20180902,20180902-1365-1415,NEUTRAL,165,1365,LSU,33,1415,MIAMI (FL),17,430,392,140,259,156,83,0,2,6,11,24,35,41,34,17,18,7,3
940,20180903,20180903-1234-1742,FLORIDA ST.,157,1234,FLORIDA ST.,3,1742,VIRGINIA TECH,24,352,351,233,207,94,112,5,0,7,5,35,26,28,40,12,15,1,4
941,20180907,20180907-1663-1698,SMU,175,1663,SMU,12,1698,TCU,42,405,538,111,154,131,233,1,2,8,4,39,29,33,41,13,23,2,6
941,20180908,20180908-1008-1030,ALABAMA,187,1008,ALABAMA,57,1030,ARKANSAS ST.,7,631,477,321,218,278,173,1,1,4,10,29,51,44,31,26,19,9,1
941,20180908,20180908-1028-1416,ARIZONA ST.,169,1028,ARIZONA ST.,16,1416,MICHIGAN ST.,13,513,377,380,314,44,63,1,1,4,9,48,39,29,27,27,23,4,3
941,20180908,20180908-1066-1164,BOISE ST.,153,1066,BOISE ST.,62,1164,CONNECTICUT,7,914,229,418,71,400,122,0,1,7,7,33,21,45,25,38,9,10,1
941,20180908,20180908-1071-1392,BOWLING GREEN,160,1071,BOWLING GREEN,14,1392,MARYLAND,45,280,599,143,121,15,444,1,1,10,14,27,16,28,53,13,24,2,7
941,20180908,20180908-1077-1107,BYU,174,1077,BYU,18,1107,CALIFORNIA,21,351,470,196,219,91,167,2,3,7,9,41,36,33,37,17,22,3,3
941,20180908,20180908-1129-1328,CENTRAL MICH.,164,1129,CENTRAL MICH.,7,1328,KANSAS,31,370,457,177,145,103,216,6,0,6,7,32,27,28,45,12,20,1,5
941,20180908,20180908-1149-1009,COASTAL CARO.,158,1149,COASTAL CARO.,47,1009,UAB,24,462,551,167,149,296,286,0,1,5,15,18,27,43,41,25,26,7,4
941,20180908,20180908-1156-1031,COLORADO ST.,179,1156,COLORADO ST.,34,1031,ARKANSAS,27,502,511,389,144,40,299,2,2,6,6,50,22,23,53,21,24,7,5
941,20180908,20180908-1196-1457,EAST CAROLINA,179,1196,EAST CAROLINA,41,1457,NORTH CAROLINA,19,577,467,290,234,220,161,0,0,4,7,33,44,49,25,26,19,7,5
941,20180908,20180908-1229-1721,FLA. ATLANTIC,164,1229,FLA. ATLANTIC,33,1721,AIR FORCE,27,558,431,471,164,54,209,1,1,8,5,40,13,29,56,25,19,6,4
941,20180908,20180908-1235-1334,FLORIDA,150,1235,FLORIDA,16,1334,KENTUCKY,27,432,532,232,151,128,303,2,2,6,12,38,16,29,41,24,20,3,4
941,20180908,20180908-1253-1400,GA. SOUTHERN,150,1253,GA. SOUTHERN,34,1400,MASSACHUSETTS,13,579,341,154,216,334,107,1,2,3,8,9,36,59,25,24,19,6,3
941,20180908,20180908-1277-1574,HAWAII,161,1277,HAWAII,43,1574,RICE,29,524,594,319,299,162,147,0,2,6,5,33,33,29,39,23,21,6,5
941,20180908,20180908-1288-1029,HOUSTON,213,1288,HOUSTON,45,1029,ARIZONA,18,613,624,254,381,297,150,0,2,7,8,40,50,40,50,28,31,7,3
