Year: 2019
20180908-1005,41,84,445,237,200,2,1,6,31,39,26,7
20180915-1005,39,85,517,277,90,2,1,15,28,36,15,7
20180922-1005,13,72,270,153,91,0,0,6,28,31,15,3
20181006-1005,17,77,307,203,56,1,2,8,35,28,16,3
20181013-1005,6,75,286,115,120,1,0,5,29,32,13,2
20181020-1005,24,90,375,219,143,0,0,7,35,39,19,4
20181027-1005,17,79,388,149,154,0,4,4,27,37,16,3
20181101-1005,26,81,400,326,35,0,0,7,38,28,19,5
20181110-1005,7,57,207,29,61,0,1,2,15,31,6,1
20181117-1005,6,70,315,148,79,1,0,8,28,28,15,2
20181123-1005,28,77,456,356,32,1,0,9,41,21,23,4
20181201-1005,3,90,303,178,82,2,3,3,39,40,18,1
20180901-1008,51,86,746,297,222,2,1,10,26,42,21,8
20180908-1008,57,89,631,321,278,1,1,4,29,44,26,9
20180915-1008,62,90,724,306,210,2,1,8,28,44,27,10
20180922-1008,45,79,569,415,109,2,0,9,33,28,24,7
20180929-1008,56,74,715,340,268,2,0,3,16,46,26,8
20181006-1008,65,72,750,393,246,1,0,5,18,41,24,10
20181013-1008,39,87,686,380,184,2,1,5,30,45,25,7
20181020-1008,58,87,624,327,218,0,0,5,32,42,30,8
20181103-1008,29,92,573,295,281,1,0,6,42,37,29,5
20181110-1008,24,82,332,163,142,0,1,0,27,45,23,4
20181117-1008,50,62,592,371,190,0,2,6,26,23,21,8
20181124-1008,52,77,508,377,123,1,0,8,33,26,23,8
20181201-1008,35,75,439,246,157,0,0,3,34,29,21,5
20181229-1008,45,84,528,328,200,0,0,9,28,42,28,7
20190107-1008,16,82,480,295,148,0,0,6,36,37,23,3
20180830-1009,52,96,630,263,285,2,1,4,29,54,36,8
20180908-1009,24,84,551,149,286,0,0,15,27,41,26,4
20180915-1009,31,97,528,180,269,1,0,8,27,56,25,5
20180929-1009,28,64,358,214,119,1,0,5,18,35,14,4
20181006-1009,28,82,459,136,229,1,0,5,24,44,16,4
20181013-1009,42,79,549,274,208,0,1,2,19,45,18,6
20181020-1009,29,84,502,189,203,0,1,7,22,48,21,5
20181027-1009,19,82,412,92,265,0,0,6,23,47,23,3
20181103-1009,52,86,730,249,419,1,0,11,17,53,30,8
20181110-1009,26,87,332,207,97,1,0,7,27,44,16,5
20181117-1009,20,88,455,306,111,0,1,6,39,37,25,3
20181124-1009,3,66,131,90,-1,0,0,5,24,29,8,1
20181201-1009,27,81,395,140,225,2,0,4,15,54,21,5
20181218-1009,37,80,550,373,103,0,0,10,29,36,20,7
20180901-1027,38,95,592,292,159,0,0,10,39,37,22,6
20180908-1027,45,63,533,295,139,1,2,5,15,35,18,7
20180922-1027,72,92,809,260,432,2,0,8,27,48,31,11
20180929-1027,52,79,629,169,348,1,0,4,20,46,28,8
20181009-1027,35,82,448,144,246,3,0,4,27,38,15,5
20181020-1027,27,81,426,106,266,0,0,5,20,48,21,5
20181025-1027,14,77,400,139,149,0,1,11,27,36,14,2
20181103-1027,23,87,540,127,278,1,0,6,19,56,21,3
20181110-1027,38,83,512,247,221,1,0,5,36,34,19,6
20181117-1027,45,75,602,296,228,2,0,0,26,39,25,7
20181124-1027,21,87,441,113,201,2,1,13,24,45,15,3
20181201-1027,30,70,447,75,225,2,0,4,13,44,13,6
20181215-1027,45,73,507,215,233,2,1,8,26,34,23,7
20180901-1028,49,78,549,237,266,1,0,11,24,36,21,7
20180908-1028,16,89,513,380,44,1,0,4,48,29,27,4
20180915-1028,21,83,443,341,36,0,0,7,46,24,21,3
20180922-1028,20,79,425,104,164,1,1,7,27,40,16,4
20180929-1028,52,83,574,162,396,0,0,1,25,48,28,8
20181006-1028,21,68,403,222,145,0,0,5,18,39,18,3
20181018-1028,13,80,438,353,84,0,1,7,45,23,20,3
20181027-1028,38,83,577,166,283,0,1,5,24,44,20,6
20181103-1028,38,87,623,285,251,3,0,6,24,50,25,6
20181110-1028,31,94,505,199,281,1,0,6,22,59,29,5
20181117-1028,29,92,474,182,142,2,1,8,32,41,16,6
20181124-1028,41,79,457,265,136,1,0,9,31,31,20,7
20181215-1028,20,81,431,129,164,2,0,3,31,38,18,4
20180901-1029,23,82,397,197,129,0,0,4,34,35,22,4
20180908-1029,18,115,624,381,150,0,0,8,50,50,31,3
20180915-1029,62,76,791,358,268,1,1,10,22,38,26,10
20180922-1029,35,79,636,152,442,0,1,7,17,50,28,5
20180929-1029,20,88,379,232,98,0,0,8,33,37,20,3
20181006-1029,24,75,465,141,124,3,1,10,25,34,13,4
20181012-1029,10,88,418,246,72,1,0,5,46,31,19,2
20181020-1029,30,87,587,231,289,0,1,6,34,38,22,6
20181027-1029,44,103,545,189,276,1,0,11,33,51,27,8
20181102-1029,42,86,646,350,216,1,1,12,22,47,27,8
20181117-1029,28,84,497,304,127,0,3,7,34,37,21,4
20181124-1029,40,99,680,282,238,0,1,7,39,44,26,8
20180901-1030,48,97,823,497,179,0,1,12,40,39,30,7
20180908-1030,7,98,477,218,173,0,0,10,51,31,19,1
20180915-1030,29,99,539,191,211,1,1,11,33,49,24,5
20180922-1030,27,81,497,199,197,3,1,11,27,36,17,4
20180929-1030,21,96,596,376,117,0,1,5,51,36,28,4
20181009-1030,9,96,395,219,117,0,0,7,45,37,18,3
20181018-1030,51,83,662,257,273,0,0,11,28,37,23,8
20181027-1030,43,89,599,270,208,2,0,4,31,45,27,6
20181103-1030,38,91,568,354,155,0,0,3,40,37,26,6
20181110-1030,44,74,478,281,173,1,1,10,29,29,23,7
20181117-1030,31,82,509,246,158,3,0,7,27,39,20,5
20181124-1030,33,83,525,276,217,0,1,4,24,46,20,5
20181229-1030,13,107,513,275,224,2,0,4,46,47,25,3
20180901-1031,55,83,596,353,80,0,0,4,29,37,18,9
20180908-1031,27,90,511,144,299,1,0,6,22,53,24,5
20180915-1031,17,96,431,210,126,0,0,10,45,32,20,3
20180922-1031,3,86,323,141,149,0,1,8,32,38,13,1
20180929-1031,17,68,264,193,55,2,0,6,27,26,11,3
20181006-1031,31,81,483,233,172,0,2,2,40,31,22,5
20181013-1031,33,82,512,177,300,1,0,5,22,48,27,7
20181020-1031,23,83,356,131,196,1,1,3,19,53,20,5
20181027-1031,31,79,481,240,207,0,0,6,36,29,21,5
20181110-1031,17,73,240,200,16,0,1,6,39,19,14,3
20181117-1031,6,80,314,150,69,0,2,9,34,35,17,2
20181123-1031,0,75,228,135,52,0,1,4,25,39,12,0
20180901-1037,21,98,526,273,147,1,0,12,36,45,27,5
20180908-1037,63,87,694,138,429,3,4,4,14,59,28,9
20180915-1037,21,80,388,198,130,0,0,9,28,38,19,3
20180922-1037,34,75,513,134,91,1,0,7,22,36,13,6
20180929-1037,24,87,358,245,96,2,1,9,33,36,17,4
20181006-1037,9,68,342,214,90,1,2,2,38,21,15,3
20181013-1037,24,91,478,322,126,0,1,5,46,34,22,4
20181020-1037,31,83,516,215,269,0,0,8,22,46,20,5
20181103-1037,28,67,314,259,19,1,0,6,30,21,13,4
20181110-1037,10,69,304,172,102,1,0,6,37,20,19,2
20181117-1037,53,97,649,191,340,2,0,3,21,61,29,9
20181124-1037,21,90,356,153,130,0,0,9,32,43,19,3
20181228-1037,63,87,643,378,208,2,0,3,23,52,24,9
20180830-1047,42,98,674,336,316,0,1,6,36,48,31,6
20180908-1047,16,111,417,180,169,3,0,3,50,47,24,4
20180915-1047,10,83,376,143,204,0,0,8,28,39,18,2
20180922-1047,20,88,499,285,120,0,0,10,45,29,24,4
20180929-1047,52,112,757,446,160,1,1,11,52,42,32,8
20181006-1047,16,106,503,260,131,1,1,2,56,40,26,4
20181013-1047,24,91,415,202,157,0,1,8,27,51,26,4
20181020-1047,20,86,405,157,227,0,1,9,39,32,21,3
20181025-1047,14,69,320,162,80,1,2,6,32,23,11,2
20181031-1047,13,95,472,343,94,5,3,10,48,35,26,2
20181113-1047,42,68,468,282,67,0,0,6,27,28,22,6
20181120-1047,21,80,380,239,143,1,0,3,36,34,22,3
20180901-1051,55,79,732,311,295,1,0,5,28,36,26,9
20180908-1051,37,86,516,403,91,1,1,7,41,31,26,7
