523,20100902,20100902-1009-1229,UAB,150,1009,UAB,31,1229,FLA. ATLANTIC,32,577,496,79,254,345,93,1,1,4,3,19,24,47,28,17,12,5,5
523,20100902,20100902-1277-1657,HAWAII,168,1277,HAWAII,36,1657,SOUTHERN CALIFORNIA,49,668,725,459,278,129,246,0,1,5,11,49,27,29,35,31,25,7,7
523,20100902,20100902-1311-1503,IOWA ST.,159,1311,IOWA ST.,27,1503,NORTHERN ILL.,10,441,411,265,93,138,156,3,3,5,4,36,29,37,36,25,14,5,2
523,20100902,20100902-1419-1428,MIDDLE TENN.,147,1419,MIDDLE TENN.,17,1428,MINNESOTA,24,426,530,172,150,146,281,2,0,4,4,18,17,22,67,12,27,3,4
523,20100902,20100902-1518-1388,OHIO ST.,155,1518,OHIO ST.,45,1388,MARSHALL,7,625,374,249,155,280,44,0,3,7,8,27,35,41,21,23,11,7,1
523,20100902,20100902-1648-1664,SOUTH CAROLINA,173,1648,SOUTH CAROLINA,41,1664,SOUTHERN MISS.,13,570,559,225,337,224,67,1,2,5,8,30,57,35,27,25,23,7,3
523,20100902,20100902-1732-1545,UTAH,159,1732,UTAH,27,1545,PITTSBURGH,24,468,359,283,184,122,82,3,2,11,12,36,28,27,36,21,17,5,5
523,20100903,20100903-1709-1029,TOLEDO,146,1709,TOLEDO,2,1029,ARIZONA,41,269,585,103,413,80,105,2,1,6,8,23,44,28,25,10,25,0,6
523,20100904,20100904-1005-1688,AKRON,162,1005,AKRON,3,1688,SYRACUSE,29,331,462,111,229,55,202,0,3,10,5,35,27,24,45,9,20,1,5
523,20100904,20100904-1008-1630,ALABAMA,147,1008,ALABAMA,48,1630,SAN JOSE ST.,3,658,325,334,86,257,89,1,1,4,5,30,19,41,29,30,7,8,1
523,20100904,20100904-1037-1030,AUBURN,181,1037,AUBURN,52,1030,ARKANSAS ST.,26,786,520,241,323,367,43,2,0,7,5,16,49,49,35,23,22,8,5
523,20100904,20100904-1077-1756,BYU,170,1077,BYU,23,1756,WASHINGTON,17,506,414,262,266,146,128,0,0,6,5,40,39,33,31,23,20,4,3
523,20100904,20100904-1096-1140,FRESNO ST.,156,1096,FRESNO ST.,28,1140,CINCINNATI,14,302,312,247,219,49,15,1,1,5,5,24,41,30,32,13,15,4,2
523,20100904,20100904-1147-1497,CLEMSON,156,1147,CLEMSON,35,1497,NORTH TEXAS,10,522,594,177,269,246,193,1,2,5,7,21,34,25,49,15,25,5,2
523,20100904,20100904-1156-1157,NEUTRAL,145,1156,COLORADO ST.,3,1157,COLORADO,24,343,396,196,192,49,115,3,1,2,10,33,25,25,35,14,18,1,4
523,20100904,20100904-1204-1725,EASTERN MICH.,144,1204,EASTERN MICH.,27,1725,ARMY,31,432,473,31,65,285,309,3,1,0,7,9,11,51,55,20,21,4,5
523,20100904,20100904-1235-1414,FLORIDA,147,1235,FLORIDA,34,1414,MIAMI (OH),12,462,343,113,208,99,4,3,4,6,9,25,46,31,22,12,16,5,4
523,20100904,20100904-1257-1671,GEORGIA,152,1257,GEORGIA,55,1671,LA.-LAFAYETTE,7,525,244,193,114,184,14,1,3,5,2,31,24,37,29,17,5,9,1
