20060831,CENTRAL MICH.,1129,1067,CENTRAL MICH.,BOSTON COLLEGE
20060831,BALL ST.,1047,1204,BALL ST.,EASTERN MICH.
20060831,MIDDLE TENN.,1419,1231,MIDDLE TENN.,FIU
20060831,KENT ST.,1331,1428,KENT ST.,MINNESOTA
20060831,MIAMI (OH),1414,1509,MIAMI (OH),NORTHWESTERN
20060831,MISSISSIPPI ST.,1430,1648,MISSISSIPPI ST.,SOUTH CAROLINA
20060831,BUFFALO,1086,1690,BUFFALO,TEMPLE
20060831,SAN DIEGO ST.,1626,1704,SAN DIEGO ST.,UTEP
20060831,IOWA ST.,1311,1709,IOWA ST.,TOLEDO
20060901,FRESNO ST.,1096,1466,FRESNO ST.,NEVADA
20060902,PENN ST.,1539,1005,PENN ST.,AKRON
20060902,OKLAHOMA,1522,1009,OKLAHOMA,UAB
20060902,NORTH CAROLINA ST.,1490,1027,NORTH CAROLINA ST.,APPALACHIAN ST.
20060902,ARIZONA,1029,1077,ARIZONA,BYU
20060902,TENNESSEE,1694,1107,TENNESSEE,CALIFORNIA
20060902,NAVY,1726,1196,NAVY,EAST CAROLINA
20060902,CLEMSON,1147,1229,CLEMSON,FLA. ATLANTIC
20060902,ALABAMA,1008,1277,ALABAMA,HAWAII
20060902,RICE,1574,1288,RICE,HOUSTON
20060902,MICHIGAN ST.,1416,1295,MICHIGAN ST.,IDAHO
20060902,NEBRASKA,1463,1366,NEBRASKA,LOUISIANA TECH
20060902,WEST VIRGINIA,1768,1388,WEST VIRGINIA,MARSHALL
20060902,TEXAS,1703,1497,TEXAS,NORTH TEXAS
20060902,OHIO ST.,1518,1503,OHIO ST.,NORTHERN ILL.
20060902,GEORGIA TECH,1255,1513,GEORGIA TECH,NOTRE DAME
20060902,NORTH CAROLINA,1457,1587,NORTH CAROLINA,RUTGERS
20060902,WASHINGTON,1756,1630,WASHINGTON,SAN JOSE ST.
20060902,ARKANSAS,1031,1657,ARKANSAS,SOUTHERN CALIFORNIA
20060902,TEXAS TECH,1700,1663,TEXAS TECH,SMU
20060902,FLORIDA,1235,1664,FLORIDA,SOUTHERN MISS.
20060902,LSU,1365,1671,LSU,LA.-LAFAYETTE
20060902,OREGON,1529,1674,OREGON,STANFORD
20060902,WAKE FOREST,1749,1688,WAKE FOREST,SYRACUSE
20060902,ARKANSAS ST.,1030,1725,ARKANSAS ST.,ARMY
20060902,WYOMING,1811,1731,WYOMING,UTAH ST.
20060902,UCLA,1110,1732,UCLA,UTAH
20060902,MICHIGAN,1418,1736,MICHIGAN,VANDERBILT
20060902,PITTSBURGH,1545,1746,PITTSBURGH,VIRGINIA
20060902,AUBURN,1037,1754,AUBURN,WASHINGTON ST.
20060902,GEORGIA,1257,1772,GEORGIA,WESTERN KY.
20060902,INDIANA,1306,1774,INDIANA,WESTERN MICH.
20060902,NEUTRAL,1071,1796,BOWLING GREEN,WISCONSIN
20060903,LOUISVILLE,1367,1334,LOUISVILLE,KENTUCKY
20060903,MISSISSIPPI,1433,1404,MISSISSIPPI,MEMPHIS
20060903,BAYLOR,1051,1698,BAYLOR,TCU
20060904,MIAMI (FL),1415,1234,MIAMI (FL),FLORIDA ST.
20060907,BOISE ST.,1066,1528,BOISE ST.,OREGON ST.
20060908,CINCINNATI,1140,1545,CINCINNATI,PITTSBURGH
20060909,NORTH CAROLINA ST.,1490,1005,NORTH CAROLINA ST.,AKRON
20060909,LSU,1365,1029,LSU,ARIZONA
20060909,MISSISSIPPI ST.,1430,1037,MISSISSIPPI ST.,AUBURN
20060909,BOWLING GREEN,1071,1086,BOWLING GREEN,BUFFALO
20060909,FLORIDA,1235,1128,FLORIDA,UCF
20060909,MICHIGAN,1418,1129,MICHIGAN,CENTRAL MICH.
20060909,BOSTON COLLEGE,1067,1147,BOSTON COLLEGE,CLEMSON
20060909,NEUTRAL,1156,1157,COLORADO ST.,COLORADO
20060909,WAKE FOREST,1749,1193,WAKE FOREST,DUKE
20060909,UAB,1009,1196,UAB,EAST CAROLINA
20060909,MICHIGAN ST.,1416,1204,MICHIGAN ST.,EASTERN MICH.
20060909,KANSAS ST.,1327,1229,KANSAS ST.,FLA. ATLANTIC
20060909,SOUTH FLA.,1651,1231,SOUTH FLA.,FIU
20060909,SOUTH CAROLINA,1648,1257,SOUTH CAROLINA,GEORGIA
20060909,WASHINGTON ST.,1754,1295,WASHINGTON ST.,IDAHO
20060909,RUTGERS,1587,1301,RUTGERS,ILLINOIS
20060909,BALL ST.,1047,1306,BALL ST.,INDIANA
20060909,SYRACUSE,1688,1312,SYRACUSE,IOWA
20060909,ARMY,1725,1331,ARMY,KENT ST.
20060909,TEMPLE,1690,1367,TEMPLE,LOUISVILLE
20060909,NAVY,1726,1400,NAVY,MASSACHUSETTS
20060909,PURDUE,1559,1414,PURDUE,MIAMI (OH)
20060909,MARYLAND,1392,1419,MARYLAND,MIDDLE TENN.
20060909,CALIFORNIA,1107,1428,CALIFORNIA,MINNESOTA
20060909,MISSOURI,1434,1433,MISSOURI,MISSISSIPPI
20060909,IOWA ST.,1311,1465,IOWA ST.,UNLV
20060909,ARIZONA ST.,1028,1466,ARIZONA ST.,NEVADA
20060909,NEW MEXICO ST.,1472,1473,NEW MEXICO ST.,NEW MEXICO
20060909,KANSAS,1328,1498,KANSAS,LA.-MONROE
20060909,TEXAS,1703,1518,TEXAS,OHIO ST.
20060909,NORTHERN ILL.,1503,1519,NORTHERN ILL.,OHIO
20060909,NEUTRAL,1030,1521,ARKANSAS ST.,OKLAHOMA ST.
20060909,FRESNO ST.,1096,1529,FRESNO ST.,OREGON
20060909,NOTRE DAME,1513,1539,NOTRE DAME,PENN ST.
20060909,UCLA,1110,1574,UCLA,RICE
20060909,NORTH TEXAS,1497,1663,NORTH TEXAS,SMU
20060909,KENTUCKY,1334,1670,KENTUCKY,TEXAS ST.
20060909,TEXAS A&M,1697,1671,TEXAS A&M,LA.-LAFAYETTE
20060909,SAN JOSE ST.,1630,1674,SAN JOSE ST.,STANFORD
20060909,UTEP,1704,1700,UTEP,TEXAS TECH
20060909,WESTERN MICH.,1774,1709,WESTERN MICH.,TOLEDO
20060909,FLORIDA ST.,1234,1716,FLORIDA ST.,TROY
20060909,HOUSTON,1288,1718,HOUSTON,TULANE
20060909,BYU,1077,1719,BYU,TULSA
20060909,TENNESSEE,1694,1721,TENNESSEE,AIR FORCE
20060909,ARKANSAS,1031,1731,ARKANSAS,UTAH ST.
20060909,ALABAMA,1008,1736,ALABAMA,VANDERBILT
20060909,NORTH CAROLINA,1457,1742,NORTH CAROLINA,VIRGINIA TECH
20060909,OKLAHOMA,1522,1756,OKLAHOMA,WASHINGTON
20060909,VIRGINIA,1746,1811,VIRGINIA,WYOMING
20060914,WEST VIRGINIA,1768,1392,WEST VIRGINIA,MARYLAND
20060915,TOLEDO,1709,1328,TOLEDO,KANSAS
20060916,CENTRAL MICH.,1129,1005,CENTRAL MICH.,AKRON
20060916,GEORGIA,1257,1009,GEORGIA,UAB
20060916,COLORADO,1157,1028,COLORADO,ARIZONA ST.
20060916,VANDERBILT,1736,1031,VANDERBILT,ARKANSAS
20060916,PURDUE,1559,1047,PURDUE,BALL ST.
20060916,NEUTRAL,1754,1051,WASHINGTON ST.,BAYLOR
20060916,WYOMING,1811,1066,WYOMING,BOISE ST.
20060916,FIU,1231,1071,FIU,BOWLING GREEN
20060916,BOSTON COLLEGE,1067,1077,BOSTON COLLEGE,BYU
20060916,NORTHERN ILL.,1503,1086,NORTHERN ILL.,BUFFALO
20060916,WASHINGTON,1756,1096,WASHINGTON,FRESNO ST.
20060916,OHIO ST.,1518,1140,OHIO ST.,CINCINNATI
20060916,FLORIDA ST.,1234,1147,FLORIDA ST.,CLEMSON
20060916,NEVADA,1466,1156,NEVADA,COLORADO ST.
20060916,VIRGINIA TECH,1742,1193,VIRGINIA TECH,DUKE
