#Week,Date,GameID,Site,NumPoss,HomeID,HomeName,HomeScore,AwayID,AwayName,AwayScore,HomeYards,AwayYards,HomePass,AwayPass,HomeRush,AwayRush,HomeTOs,AwayTOs,HomePen,AwayPen,HomePassPlays,AwayPassPlays,HomeRunPlays,AwayRunPlays,HomeFirstDowns,AwayFirstDowns,HomeScores,AwayScores
104,20020822,20020822-1746-1156,VIRGINIA,170,1746,VIRGINIA,29,1156,COLORADO ST.,35,563,590,193,229,221,187,5,2,4,4,27,27,49,41,25,25,4,8
104,20020823,20020823-1796-1096,WISCONSIN,174,1796,WISCONSIN,23,1096,FRESNO ST.,21,420,401,160,275,198,34,2,4,7,11,25,43,57,19,25,15,5,3
104,20020824,20020824-1463-1028,NEBRASKA,175,1463,NEBRASKA,48,1028,ARIZONA ST.,10,462,302,33,175,283,83,0,1,6,5,13,41,59,30,19,17,8,2
104,20020824,20020824-1234-1311,NEUTRAL,166,1234,FLORIDA ST.,38,1311,IOWA ST.,31,583,625,210,313,239,130,1,2,8,5,25,33,43,38,22,23,6,5
104,20020824,20020824-1490-1473,NORTH CAROLINA ST.,157,1490,NORTH CAROLINA ST.,34,1473,NEW MEXICO,14,470,368,276,157,134,85,2,3,6,7,27,35,46,24,23,15,5,2
104,20020824,20020824-1518-1700,OHIO ST.,163,1518,OHIO ST.,45,1700,TEXAS TECH,21,596,541,160,341,317,31,0,1,5,3,17,44,57,20,24,17,7,3
104,20020825,20020825-1742-1030,VIRGINIA TECH,154,1742,VIRGINIA TECH,63,1030,ARKANSAS ST.,7,616,367,99,203,288,24,1,5,10,8,18,27,41,33,21,10,9,1
105,20020829,20020829-1077-1688,BRIGHAM YOUNG,194,1077,BRIGHAM YOUNG,42,1688,SYRACUSE,21,667,438,397,128,218,198,3,3,13,7,55,24,39,42,31,18,7,3
105,20020829,20020829-1096-1626,FRESNO ST.,161,1096,FRESNO ST.,16,1626,SAN DIEGO ST.,14,322,376,196,240,66,38,1,2,7,5,35,37,38,24,18,19,4,2
105,20020829,20020829-1503-1749,NORTHERN ILL.,176,1503,NORTHERN ILL.,42,1749,WAKE FOREST,41,571,606,214,107,206,344,4,0,2,1,26,17,54,50,26,17,7,6
105,20020830,20020830-1719-1522,TULSA,156,1719,TULSA,0,1522,OKLAHOMA,37,343,638,111,131,102,378,2,3,3,4,22,28,38,42,10,25,0,6
105,20020831,20020831-1721-1509,AIR FORCE,167,1721,AIR FORCE,52,1509,NORTHWESTERN,3,629,271,47,180,476,41,0,1,3,1,8,36,74,27,31,12,8,1
105,20020831,20020831-1008-1419,ALABAMA,160,1008,ALABAMA,39,1419,MIDDLE TENN. ST.,34,546,551,236,202,194,183,0,1,16,9,22,25,43,38,22,22,6,6
105,20020831,20020831-1066-1295,BOISE ST.,159,1066,BOISE ST.,38,1295,IDAHO,21,658,421,270,272,233,93,0,2,10,6,25,41,37,32,24,23,6,3
105,20020831,20020831-1067-1164,BOSTON COLLEGE,170,1067,BOSTON COLLEGE,24,1164,CONNECTICUT,16,404,342,239,203,114,40,3,2,6,12,33,38,34,34,18,18,4,3
105,20020831,20020831-1107-1051,CALIFORNIA,179,1107,CALIFORNIA,70,1051,BAYLOR,22,774,583,355,323,105,79,0,5,10,12,30,39,31,40,21,21,10,3
105,20020831,20020831-1193-1196,DUKE,158,1193,DUKE,23,1196,EAST CARO.,16,346,200,86,130,155,25,0,4,8,5,20,34,49,27,14,14,5,3
105,20020831,20020831-1235-1009,FLORIDA,168,1235,FLORIDA,51,1009,UAB,3,728,364,410,90,233,150,1,1,7,8,32,31,38,37,26,15,8,1
105,20020831,20020831-1234-1746,FLORIDA ST.,180,1234,FLORIDA ST.,40,1746,VIRGINIA,19,720,459,157,251,397,62,4,3,13,5,23,32,60,33,27,16,6,3
105,20020831,20020831-1257-1147,GEORGIA,169,1257,GEORGIA,31,1147,CLEMSON,28,406,413,117,165,86,68,3,1,8,6,25,37,39,34,14,19,5,4
105,20020831,20020831-1255-1736,GEORGIA TECH,166,1255,GEORGIA TECH,45,1736,VANDERBILT,3,630,341,182,116,279,109,0,2,11,5,24,28,51,31,21,9,7,1
105,20020831,20020831-1312-1005,IOWA,162,1312,IOWA,57,1005,AKRON,21,792,410,217,296,376,67,1,3,5,5,20,38,45,36,26,23,9,3
105,20020831,20020831-1311-1328,IOWA ST.,169,1311,IOWA ST.,45,1328,KANSAS,3,578,212,234,81,277,69,1,3,7,4,25,32,53,33,25,14,7,1
105,20020831,20020831-1418-1756,MICHIGAN,184,1418,MICHIGAN,31,1756,WASHINGTON,29,468,465,268,318,150,81,2,2,3,5,39,45,36,34,20,18,5,5
105,20020831,20020831-1416-1204,MICHIGAN ST.,176,1416,MICHIGAN ST.,56,1204,EASTERN MICH.,7,777,359,256,187,369,54,1,0,4,8,25,49,48,20,31,12,8,1
105,20020831,20020831-1433-1498,MISSISSIPPI,161,1433,MISSISSIPPI,31,1498,LA.-MONROE,3,487,310,198,110,180,118,2,2,7,8,33,23,35,43,28,14,5,1
105,20020831,20020831-1463-1716,NEBRASKA,167,1463,NEBRASKA,31,1716,TROY ST.,16,523,414,114,192,199,155,2,3,3,4,16,29,54,41,17,16,5,3
105,20020831,20020831-1030-1630,NEUTRAL,165,1030,ARKANSAS ST.,14,1630,SAN JOSE ST.,33,374,541,182,162,108,148,5,4,4,5,35,31,32,39,12,17,2,6
105,20020831,20020831-1156-1157,NEUTRAL,159,1156,COLORADO ST.,19,1157,COLORADO,14,428,489,168,199,152,170,1,3,2,2,24,27,38,48,17,19,3,2
105,20020831,20020831-1301-1434,NEUTRAL,185,1301,ILLINOIS,20,1434,MISSOURI,33,433,620,246,152,67,285,3,2,6,5,42,26,34,54,18,23,3,5
105,20020831,20020831-1366-1521,NEUTRAL,202,1366,LOUISIANA TECH,39,1521,OKLAHOMA ST.,36,616,600,448,204,38,158,1,0,6,9,66,41,23,30,25,17,6,5
