20120830-1005,14,90,422,256,69,1,3,3,54,27,19,2
20120908-1005,38,112,534,313,98,0,0,12,54,34,22,6
20120915-1005,66,114,833,565,188,0,1,9,59,38,43,10
20120922-1005,26,90,469,229,115,1,0,6,49,26,18,6
20120929-1005,49,86,687,446,183,0,0,10,43,26,28,7
20121006-1005,10,92,394,228,88,1,1,8,50,26,19,2
20121013-1005,28,99,483,298,158,0,0,7,53,33,26,4
20121020-1005,7,79,252,157,42,0,2,7,29,37,15,1
20121027-1005,14,94,582,352,140,0,0,8,53,29,27,2
20121103-1005,24,88,521,312,130,0,1,8,42,32,23,4
20121110-1005,14,93,483,332,95,1,1,12,51,27,24,2
20121120-1005,23,92,472,265,67,1,0,11,46,30,23,4
20120901-1008,41,79,538,199,232,3,1,7,21,42,20,7
20120908-1008,35,62,393,225,103,1,0,1,20,31,17,5
20120915-1008,52,80,501,213,225,2,0,7,20,45,22,8
20120922-1008,40,84,617,247,256,0,1,3,26,47,25,8
20120929-1008,33,76,489,180,125,3,1,2,30,34,17,7
20121013-1008,42,82,629,171,362,2,2,7,21,47,21,6
20121020-1008,44,81,634,306,233,2,1,4,22,45,23,7
20121027-1008,38,79,494,235,179,1,0,7,24,40,22,6
20121103-1008,21,63,336,165,166,0,2,1,27,25,18,3
20121110-1008,24,77,471,309,122,0,1,6,34,31,17,4
20121117-1008,49,62,541,160,300,0,1,1,12,40,22,7
20121124-1008,49,80,531,216,267,2,1,2,22,47,25,7
20121201-1008,32,85,644,162,350,1,1,2,21,51,26,5
20130107-1008,42,86,561,264,265,1,0,4,28,45,28,6
20120901-1009,29,92,535,325,134,0,3,9,34,44,23,5
20120915-1009,6,92,330,240,27,1,1,6,37,42,20,2
20120922-1009,15,93,512,259,144,0,1,9,46,34,22,4
20120929-1009,42,85,452,337,1,1,2,12,30,35,18,6
20121006-1009,52,83,584,356,156,1,0,7,32,38,26,8
20121013-1009,17,89,461,339,35,0,1,11,49,27,21,3
20121020-1009,35,76,569,319,82,0,0,7,37,25,19,5
20121027-1009,45,96,658,409,213,1,1,6,53,28,29,7
20121103-1009,27,89,470,228,207,1,2,6,29,46,25,5
20121110-1009,38,88,609,197,209,1,1,5,34,42,25,6
20121117-1009,9,84,236,187,26,0,1,6,42,28,16,2
20121124-1009,24,92,651,510,89,0,1,3,56,27,26,4
20120830-1028,63,87,691,249,305,3,1,4,20,51,25,9
20120908-1028,45,78,610,318,192,3,2,1,29,38,26,7
20120915-1028,20,78,422,183,113,1,2,7,27,37,18,3
20120922-1028,37,91,547,372,140,1,0,8,31,43,24,7
20120929-1028,27,110,497,293,116,0,0,2,46,48,29,5
20121011-1028,51,90,719,332,261,1,2,5,33,44,31,8
20121018-1028,21,97,600,216,192,1,0,2,37,47,21,3
20121027-1028,43,110,581,315,220,1,0,4,35,59,29,8
20121103-1028,26,89,404,153,150,1,0,3,41,32,19,4
20121110-1028,17,80,449,179,71,3,1,7,33,35,15,3
20121117-1028,46,108,621,301,260,2,1,4,32,61,32,7
20121123-1028,41,101,553,191,269,3,2,7,29,55,24,7
20121229-1028,62,80,783,268,380,1,1,2,20,49,36,9
20120901-1029,24,103,663,387,237,0,2,7,47,41,33,4
20120908-1029,59,107,599,320,181,3,0,4,41,49,32,10
20120915-1029,56,115,693,366,323,1,1,4,46,56,43,8
20120922-1029,0,94,471,243,89,1,1,5,52,32,19,0
20120929-1029,35,91,600,403,142,0,0,6,53,23,28,5
20121006-1029,48,120,636,491,126,0,0,8,69,34,38,8
20121020-1029,52,86,685,256,277,2,1,8,22,49,25,8
20121027-1029,39,116,662,369,219,2,0,14,51,43,30,7
20121103-1029,10,87,301,136,121,0,3,15,30,40,18,2
20121110-1029,56,65,662,136,438,1,1,4,14,38,21,8
20121117-1029,34,84,513,160,320,0,2,3,27,46,27,6
20121123-1029,34,109,585,230,292,0,1,1,39,57,36,6
20121215-1029,49,97,736,382,196,2,1,4,47,36,31,7
20120901-1030,34,96,646,304,226,1,2,6,44,37,27,6
20120908-1030,33,112,628,302,317,0,1,4,43,54,33,6
20120915-1030,13,81,419,138,148,0,1,6,32,37,17,3
20120922-1030,56,85,693,238,396,1,1,5,16,56,30,8
20120929-1030,13,93,403,208,127,0,1,8,41,39,23,3
20121004-1030,34,76,497,223,198,2,0,7,23,37,14,5
20121013-1030,36,69,470,203,113,1,3,2,22,37,23,5
20121023-1030,50,97,612,269,257,3,0,4,31,50,29,10
20121103-1030,37,80,513,328,146,1,0,8,32,33,22,6
20121108-1030,45,81,623,334,200,1,0,5,34,34,22,7
20121117-1030,41,96,680,369,226,0,0,5,42,41,33,6
20121201-1030,45,77,562,238,274,2,0,1,21,47,26,7
20130106-1030,17,80,380,213,72,1,0,3,30,38,19,3
20120901-1031,49,82,695,400,164,0,3,6,34,35,25,7
20120908-1031,31,83,450,281,96,1,0,9,40,26,21,5
20120915-1031,0,69,159,79,58,0,3,1,25,37,15,0
20120922-1031,26,73,580,419,73,0,0,7,39,19,17,5
20120929-1031,10,109,592,373,142,0,1,4,59,39,25,2
20121006-1031,24,74,372,256,116,3,2,4,30,30,19,4
20121013-1031,49,72,566,372,161,0,0,3,34,27,24,7
20121027-1031,27,98,475,297,167,1,0,12,43,37,24,5
20121103-1031,19,75,448,272,135,0,1,5,31,33,18,4
20121110-1031,20,80,425,277,83,1,1,7,41,27,22,4
20121117-1031,14,75,466,233,126,0,3,9,30,33,19,2
20121123-1031,13,89,544,359,103,0,1,5,53,24,24,3
20120901-1037,19,76,412,194,180,1,1,6,27,37,17,5
20120908-1037,10,73,363,125,91,0,2,7,22,39,15,2
20120915-1037,31,76,461,163,255,0,1,7,19,42,19,5
20120922-1037,10,64,242,97,86,0,1,5,22,30,9,2
20121006-1037,7,78,391,281,40,0,2,5,35,32,22,1
20121013-1037,20,74,313,112,101,0,1,6,18,41,13,4
20121020-1037,13,67,267,109,103,0,0,4,21,33,13,3
20121027-1037,21,69,401,211,124,0,0,6,21,34,18,3
20121103-1037,42,78,641,164,311,0,0,7,17,45,19,6
